baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1CF	64.6160675162504	0.00362099173522409	0.280947181486668	0.0128885141899739	0.989716738215531	0.994094502487132
A2M	5.74861613195221	0.437877162135312	0.878796620108591	0.498269055792686	0.618294415294465	0.753905083989874
A2ML1	0.907181247258576	0.00502792983647409	0.873811064999532	0.00575402399656817	0.995408978424526	0.996986814847942
AAAS	20.5376574778851	0.0205648038547638	0.327685880965938	0.0627576744965139	0.949959470253448	0.971279089713899
AACS	0.270706842338068	-0.249430339955445	0.805848015812676	-0.30952528896395	0.756921978199409	NA
AADAC	233.466159270397	-2.84023796032597	0.277016195547395	-10.2529671765708	1.14765348662758e-24	4.06801173686794e-22
AADAT	3.20492828275708	1.52196672924316	0.671306218526322	2.26717210006522	0.0233797144782004	0.070566436243341
AAED1	1.47707695793246	1.55613047379862	0.820182708403546	1.89729734345116	0.0577887054162643	0.141578431526394
AAGAB	18.9209959990826	-0.185460367872879	0.416207453309938	-0.445595979596193	0.655889115226193	0.781094896439463
AAK1	79.9666413752096	-0.612174587708525	0.40472692238983	-1.51256206059572	0.13039093734713	0.258982027123936
AAMDC	7.50673174139502	0.395773231948362	0.502328196701983	0.787877794929284	0.430768190719317	0.597077168881624
AAMP	67.7308985153132	-0.016303373728382	0.254179003453668	-0.0641413079241763	0.948857710577939	0.970903971543278
AANAT	4.46693910883557	-0.980228923395679	0.559601985042671	-1.75165376391746	0.0798333617608351	0.180354149925418
AASDH	75.6433273790751	1.799163486336	0.249005270606485	7.22540322923244	4.99617140862767e-13	3.40889009772704e-11
AASS	12.3329870040023	1.27148433399007	0.634044987744249	2.00535349788609	0.0449252693253733	0.116714147140803
AATF	109.466040070655	1.44782555401343	0.408677066025371	3.54271299854039	0.000396033455530211	0.00260825625908411
AATK	0.365903941768404	-0.484071564817666	0.844467877436642	-0.57322673573689	0.56649118418494	NA
ABAT	437.502322105112	-5.85281577322725	0.525294444457406	-11.141971583714	7.83650292845262e-29	5.69439485296009e-26
ABCA1	16.6400119299077	-0.803294499384286	0.742863369381079	-1.08134891622608	0.279541935858099	0.44575191505659
ABCA12	0.0981818919230862	0	0.583845003936858	0	1	NA
ABCA2	174.751737596345	1.19373242457809	0.482465607419906	2.47423320174435	0.0133522508402246	0.0452537923183265
ABCA3	42.7187077380557	1.03957680610325	0.426739602709591	2.4360917044081	0.0148469200105938	0.0492738726910161
ABCA4	0.190242245243071	0.00460186644507328	0.740908708439497	0.00621111129165392	0.995044282058516	NA
ABCA5	14.5061875449954	2.11903449479472	0.475608592713616	4.4554167591978	8.37303793792981e-06	9.70377674257846e-05
ABCA9	2.04115591459017	1.82517770182403	0.74458316406399	2.45127447129219	0.0142351360670598	0.0476719419771263
ABCB1	1003.97120953306	2.15465164718725	0.394002143043352	5.46862925806516	4.53529265379142e-08	1.03961211573424e-06
ABCB10	25.1892400690369	0.112138471933285	0.351185773330502	0.319313823193377	0.749488551536716	0.846794458484265
ABCB11	0.689732044722471	-1.30743937050465	0.874394921317692	-1.49525041675033	0.13484910011141	0.264991450855938
ABCB6	51.8358711835408	-0.670488160417481	0.357591895084416	-1.87500938817196	0.0607914319871188	0.147497799136813
ABCB7	130.498847778763	0.15092371990051	0.20955033953025	0.720226558634248	0.471385514214011	0.633812877793492
ABCB8	34.5368629657272	0.990630323912058	0.395898942761403	2.50223028382545	0.0123413621130803	0.0425509231708645
ABCB9	0.0940062705660829	0.140048971126402	0.591570107233568	0.236741122335153	0.812857630630312	NA
ABCC10	23.6500481252602	-0.0098564635798476	0.345061730706208	-0.0285643486447345	0.977212046134641	0.987266087346176
ABCC12	0.23215423707463	0.0159718108485942	0.830159163846907	0.0192394561719728	0.984650081947083	NA
ABCC2	389.469720387223	-1.38053041562095	0.283657480292781	-4.8668923315402	1.13366749061065e-06	1.71028908924721e-05
ABCC3	11.8681777423305	0.544162588490246	0.426287026336706	1.27651688855395	0.20177286062328	0.354626159454432
ABCC4	34.717019107418	1.07323253856535	0.35519322878673	3.02154560274501	0.0025148775565448	0.0117180876977446
ABCC5	223.540084066356	-2.24193179089922	0.470667541628941	-4.76330231555821	1.9045018161281e-06	2.68980805576188e-05
ABCC6	66.5316596536197	1.09856499756842	0.390528185832866	2.81302358554619	0.00490780512461492	0.0202168741145206
ABCC8	1.02709783031505	-1.53822295930633	0.87303594103951	-1.7619239792978	0.0780821425413929	0.177256978899118
ABCC9	4.50072356409894	-0.022972263511703	0.53889647082131	-0.0426283428367825	0.965997801703914	0.981718678292894
ABCD1	56.632640585069	0.552336500515821	0.293311030475783	1.8831085200576	0.0596856628225162	0.145416888147465
ABCD2	0.0127355544748026	0	0.574835598373624	0	1	NA
ABCD3	149.945073227909	-1.50283401187234	0.303913183178576	-4.94494511937407	7.61653185926609e-07	1.21772340495835e-05
ABCD4	39.0319935689887	2.78774838436017	0.380137903214276	7.33351860150807	2.24187348256252e-13	1.66230343480006e-11
ABCE1	204.843469293608	-0.339739201052575	0.278576939999652	-1.21955249078764	0.222634565826898	0.381011321851426
ABCF1	487.690070247869	0.825155448083115	0.29671627561286	2.78095782369463	0.00541987780216816	0.0219529219896627
ABCF3	84.7328957308001	-1.22178049986974	0.31426791252158	-3.88770361589442	0.000101197087600849	0.000818418071287224
ABCG4	0.123713011011394	0.136373108238874	0.594107678310963	0.229542746571767	NA	NA
ABHD1	48.4587484441142	-2.8057402366437	0.340270131159657	-8.24562598862733	1.64297813801171e-16	2.00650430922052e-14
